	text	labels_0	labels_1	labels_2	labels_3	labels_4	labels_5	labels_6	labels_7	labels_8	labels_9	labels_10	labels_11	labels_12	labels_13	labels_14	labels_15
1132	Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war.	('SERVICE', 'NEGATIVE', 'NULL')															
1133	Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war.	sg															
1134	Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein, wie ich finde.	('AMBIENCE', 'NEGATIVE', 'Deko')															
1135	Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein, wie ich finde.	ag															
1136	Mega leckeres Essen und super freundliche Bedienung.	('FOOD', 'POSITIVE', 'Essen')	('SERVICE', 'POSITIVE', 'Bedienung')														
1137	Mega leckeres Essen und super freundliche Bedienung.	fq	sg														
1138	Mega leckeres Essen, super Preis-Leistungsverhältnis, schönes Ambiente, leckere Bierauswahl, kurze Wartezeit und das absolute Highlight war unsere super sympathische Bedienung Lena, ein spezielles Dankeschön an sie.	('FOOD', 'POSITIVE', 'Essen')	('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')	('AMBIENCE', 'POSITIVE', 'Ambiente')	('FOOD', 'POSITIVE', 'Bierauswahl')	('SERVICE', 'POSITIVE', 'Wartezeit')	('SERVICE', 'POSITIVE', 'Lena')										
1139	Mega leckeres Essen, super Preis-Leistungsverhältnis, schönes Ambiente, leckere Bierauswahl, kurze Wartezeit und das absolute Highlight war unsere super sympathische Bedienung Lena, ein spezielles Dankeschön an sie.	fq	rp	ag	dq	sg	sg										
1140	Mehr als 2 Punkte gibt es nicht.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1141	Mehr als 2 Punkte gibt es nicht.	rg															
1142	Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.	('SERVICE', 'NEGATIVE', 'Kellnerinnen')															
1143	Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.	sg															
1144	Mein Fazit: Aufgrund der Essensqualität würde ich dem Brauhaus noch eine Chance geben (darum auch drei Sterne), aber an der Servicequalität muss definitiv schwer gearbeitet werden.	('FOOD', 'POSITIVE', 'Essensqualität')	('SERVICE', 'NEGATIVE', 'Servicequalität')														
1145	Mein Fazit: Aufgrund der Essensqualität würde ich dem Brauhaus noch eine Chance geben (darum auch drei Sterne), aber an der Servicequalität muss definitiv schwer gearbeitet werden.	fq	sg														
1146	Meine Frau ist Veganerin, hat anstatt Käse extra Rucola bestellt, aber nicht bekommen.	('SERVICE', 'NEGATIVE', 'NULL')															
1147	Meine Frau ist Veganerin, hat anstatt Käse extra Rucola bestellt, aber nicht bekommen.	sg															
1148	Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war.	('SERVICE', 'NEGATIVE', 'Bedienung')															
1149	Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war.	sg															
1150	Meine Spaghetti waren das Allerletzte… so schlecht habe ich noch nie gegessen.	('FOOD', 'NEGATIVE', 'Spaghetti')															
1151	Meine Spaghetti waren das Allerletzte… so schlecht habe ich noch nie gegessen.	fq															
1152	Meine zuvor angesprochenen Allergien waren wohl nicht weiter von Interesse, entsprechendes Gemüse fand sich trotzdem in meinem Gericht.	('FOOD', 'NEGATIVE', 'Gericht')	('SERVICE', 'NEGATIVE', 'NULL')														
1153	Meine zuvor angesprochenen Allergien waren wohl nicht weiter von Interesse, entsprechendes Gemüse fand sich trotzdem in meinem Gericht.	fq	sg														
1154	Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist.	('FOOD', 'POSITIVE', 'Küche')	('FOOD', 'POSITIVE', 'Augustiner -Bier')														
1155	Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist.	fq	dq														
1156	Meinen mittlerweile vehement vorgetragenen Protest, nicht einfach einen noch besetzten Platz weitergeben zu können, konterte Sie mit dem Hinweis auf den einsetzenden leichten Regen -wir saßen unter Sonnenschirmen, deren Zahl begrenzt war - und mit den Worten: " Das ist eine Frage der Menschlichkeit".	('SERVICE', 'NEGATIVE', 'NULL')															
1157	Meinen mittlerweile vehement vorgetragenen Protest, nicht einfach einen noch besetzten Platz weitergeben zu können, konterte Sie mit dem Hinweis auf den einsetzenden leichten Regen -wir saßen unter Sonnenschirmen, deren Zahl begrenzt war - und mit den Worten: " Das ist eine Frage der Menschlichkeit".	sg															
1158	Menu gab es nur Tischweise ohne Auswahlmöglichkeiten für Vegetarier.	('FOOD', 'NEGATIVE', 'Auswahlmöglichkeiten für Vegetarier')															
1159	Menu gab es nur Tischweise ohne Auswahlmöglichkeiten für Vegetarier.	fs															
1160	Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.	('AMBIENCE', 'NEGATIVE', 'NULL')															
1161	Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.	ag															
1162	Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.	('FOOD', 'NEGATIVE', 'Kartöffelchen')	('FOOD', 'NEGATIVE', 'Aioli')	('FOOD', 'NEGATIVE', 'Teigtaschen')	('FOOD', 'NEGATIVE', 'Tomatensosse')												
1163	Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.	fq	fq	fq	fq												
1164	Mit einem Blick für das Geschehen und dennoch zum Plausch aufgelegt, erhielten wir das Gefühl wertgeschätzte Gäste zu sein.	('SERVICE', 'POSITIVE', 'NULL')															
1165	Mit einem Blick für das Geschehen und dennoch zum Plausch aufgelegt, erhielten wir das Gefühl wertgeschätzte Gäste zu sein.	sg															
1166	Mitarbeiter unterhalten sich an der Küchentheke ….. macht nicht den besten Eindruck!	('SERVICE', 'NEGATIVE', 'Mitarbeiter')															
1167	Mitarbeiter unterhalten sich an der Küchentheke ….. macht nicht den besten Eindruck!	sg															
1168	Mitten in der LOC umgeben von einer bunten Sammlung internationaler Speiselokale sticht eine große, gepflegte Terrasse hervor.	('AMBIENCE', 'POSITIVE', 'Terrasse')															
1169	Mitten in der LOC umgeben von einer bunten Sammlung internationaler Speiselokale sticht eine große, gepflegte Terrasse hervor.	ag															
1170	Moment: Platz nehmen ist nicht so einfach, das regelt der „Oberkellner“, der ein strenges Regiment über die drei Tischreihen auf der Terrasse führt.	('SERVICE', 'NEGATIVE', 'Oberkellner')															
1171	Moment: Platz nehmen ist nicht so einfach, das regelt der „Oberkellner“, der ein strenges Regiment über die drei Tischreihen auf der Terrasse führt.	sg															
1172	Muss man wiederholen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1173	Muss man wiederholen.	rg															
1174	Nach Diskussion, alles auf Englisch obwohl mitten in LOC, hat man uns dann auf die Dachterrasse gesetzt.	('SERVICE', 'NEGATIVE', 'NULL')															
1175	Nach Diskussion, alles auf Englisch obwohl mitten in LOC, hat man uns dann auf die Dachterrasse gesetzt.	sg															
1176	Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!	('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')	('FOOD', 'POSITIVE', 'Essen')	('SERVICE', 'POSITIVE', 'Service')	('SERVICE', 'POSITIVE', 'Location')												
1177	Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!	rg	fq	sg	lg												
1178	Naja… authentisch bayerisch ist anders.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1179	Naja… authentisch bayerisch ist anders.	rm															
1180	Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.	('SERVICE', 'NEGATIVE', 'Wartezeiten')															
1181	Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.	sg															
1182	Negatives Highlight war die verbale Begegnung mit dem Chef des Hauses.	('SERVICE', 'NEGATIVE', 'Chef')															
1183	Negatives Highlight war die verbale Begegnung mit dem Chef des Hauses.	sg															
1184	Nette Kellnerinnen und Kellner in nettem Outfit, mit Gatsby-Mütze und Hosenträger – also: Ich habe mich wohlgefühlt.	('SERVICE', 'POSITIVE', 'Kellnerinnen')	('SERVICE', 'POSITIVE', 'Kellner')	('AMBIENCE', 'POSITIVE', 'NULL')													
1185	Nette Kellnerinnen und Kellner in nettem Outfit, mit Gatsby-Mütze und Hosenträger – also: Ich habe mich wohlgefühlt.	sg	sg	ag													
1186	Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!	('FOOD', 'POSITIVE', 'Essen')	('AMBIENCE', 'POSITIVE', 'Menschen')	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')													
1187	Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!	fq	ag	rg													
1188	Netter Empfang und freundlicher Service.	('SERVICE', 'POSITIVE', 'Empfang')	('SERVICE', 'POSITIVE', 'Service')														
1189	Netter Empfang und freundlicher Service.	sg	sg														
1190	Nicht kulant, knauserig, überheblich.	('SERVICE', 'NEGATIVE', 'NULL')															
1191	Nicht kulant, knauserig, überheblich.	sg															
1192	Nie wieder "Früh am LOC"...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!	('SERVICE', 'NEGATIVE', 'NULL')	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')														
1193	Nie wieder "Früh am LOC"...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!	sg	rg														
1194	Nie wieder Auerbachs Keller!	('GENERAL-IMPRESSION', 'NEGATIVE', 'Auerbachs Keller')															
1195	Nie wieder Auerbachs Keller!	rg															
1196	Nix zu bemängeln.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1197	Nix zu bemängeln.	rg															
1198	Noch nie so reingelegt worden.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1199	Noch nie so reingelegt worden.	rg															
1200	Nudelauflauf hat leider auch nach wenig geschmeckt.	('FOOD', 'NEGATIVE', 'Nudelauflauf')															
1201	Nudelauflauf hat leider auch nach wenig geschmeckt.	fq															
1202	Nun ja - dann halt nicht mehr.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1203	Nun ja - dann halt nicht mehr.	rg															
1204	Nun ja, darauf hin Rechnung bestellt - was auch ein wenig schwierig war - und zur Konkurrenz auf der anderen Seite gewechselt.	('SERVICE', 'NEGATIVE', 'Rechnung')															
1205	Nun ja, darauf hin Rechnung bestellt - was auch ein wenig schwierig war - und zur Konkurrenz auf der anderen Seite gewechselt.	sg															
1206	Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.	('FOOD', 'NEGATIVE', 'Beilagensalat')															
1207	Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.	fq															
1208	Nur noch 1 Punkt überzeugte...der Service.	('SERVICE', 'POSITIVE', 'Service')															
1209	Nur noch 1 Punkt überzeugte...der Service.	sg															
1210	Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.	('AMBIENCE', 'POSITIVE', 'Atmosphäre')															
1211	Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.	ag															
1212	Ohne Reservierung einen guten Tisch bekommen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1213	Ohne Reservierung einen guten Tisch bekommen.	sg															
1214	Pancakes, Brot, Brötchen, Kuchen, Müsli, Joghurt, Säfte, Tee, Kaffee, Wurst, Käse, Mett, Eier, Bacon, Würstchen usw. Einfach klasse und wenn man einen Platz an der LOC bekommt, umso schöner.	('FOOD', 'POSITIVE', 'Pancakes')	('FOOD', 'POSITIVE', 'Brot')	('FOOD', 'POSITIVE', 'Brötchen')	('FOOD', 'POSITIVE', 'Kuchen')	('FOOD', 'POSITIVE', 'Müsli')	('FOOD', 'POSITIVE', 'Joghurt')	('FOOD', 'POSITIVE', 'Säfte')	('FOOD', 'POSITIVE', 'Tee')	('FOOD', 'POSITIVE', 'Kaffee')	('FOOD', 'POSITIVE', 'Wurst')	('FOOD', 'POSITIVE', 'Käse')	('FOOD', 'POSITIVE', 'Mett')	('FOOD', 'POSITIVE', 'Eier')	('FOOD', 'POSITIVE', 'Bacon')	('FOOD', 'POSITIVE', 'Würstchen')	('AMBIENCE', 'POSITIVE', 'Platz an der LOC')
1215	Pancakes, Brot, Brötchen, Kuchen, Müsli, Joghurt, Säfte, Tee, Kaffee, Wurst, Käse, Mett, Eier, Bacon, Würstchen usw. Einfach klasse und wenn man einen Platz an der LOC bekommt, umso schöner.	fq	fq	fq	fq	fq	fq	dq	dq	dq	fq	fq	fq	fq	fq	fq	ag
1216	Parkplätze sind ausreichend vorhanden.	('AMBIENCE', 'POSITIVE', 'Parkplätze')															
1217	Parkplätze sind ausreichend vorhanden.	rm															
1218	Per total: einmal und nie wieder dort.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1219	Per total: einmal und nie wieder dort.	rg															
1220	Personal aber wirklich auf zack.	('SERVICE', 'POSITIVE', 'Personal')															
1221	Personal aber wirklich auf zack.	sg															
1222	Personal auf zack und der Burger war wirklich seeehr lecker!	('SERVICE', 'POSITIVE', 'Personal')	('FOOD', 'POSITIVE', 'Burger')														
1223	Personal auf zack und der Burger war wirklich seeehr lecker!	sg	fq														
1224	Personal ist sehr freundlich und aufmerksam.	('SERVICE', 'POSITIVE', 'Personal')															
1225	Personal ist sehr freundlich und aufmerksam.	sg															
1226	Pizza nur noch spärlich belegt.	('FOOD', 'NEGATIVE', 'Pizza')															
1227	Pizza nur noch spärlich belegt.	fq															
1228	Plätze auf dem Balkon waren nicht frei und so saßen wir, abgetrennt durch ein ziemlich hässliches Seil direkt an der LOC.	('AMBIENCE', 'NEGATIVE', 'Seil')															
1229	Plätze auf dem Balkon waren nicht frei und so saßen wir, abgetrennt durch ein ziemlich hässliches Seil direkt an der LOC.	ag															
1230	Pommes ok beim Schnitzel benötigt man dringend etwas zu trinken.... viel zu trocken 3 Pilze in der "sauce" eher Suppe.	('FOOD', 'NEUTRAL', 'Pommes')	('FOOD', 'NEGATIVE', 'Schnitzel')	('FOOD', 'NEGATIVE', 'sauce')													
1231	Pommes ok beim Schnitzel benötigt man dringend etwas zu trinken.... viel zu trocken 3 Pilze in der "sauce" eher Suppe.	fq	fq	fq													
1232	Portion direkt bestellt) mit leckeren Knödel.	('FOOD', 'POSITIVE', 'Knödel')															
1233	Portion direkt bestellt) mit leckeren Knödel.	fq															
1234	Portionen sind mehr als ausreichend, Preise sind human und Bedienung ist sehr freundlich.	('SERVICE', 'POSITIVE', 'Bedienung')	('PRICE', 'POSITIVE', 'Preise')	('FOOD', 'POSITIVE', 'Portionen')													
1235	Portionen sind mehr als ausreichend, Preise sind human und Bedienung ist sehr freundlich.	sg	rp	fs													
1236	Preis, 14.90€, fand ich total überzogen.	('PRICE', 'NEGATIVE', 'Preis')															
1237	Preis, 14.90€, fand ich total überzogen.	rp															
1238	Preis/Leistung stimmt nicht..	('PRICE', 'NEGATIVE', 'Preis/Leistung')															
1239	Preis/Leistung stimmt nicht..	rp															
1240	Problematisches P/L-Verhältnis bei den 6 "fine de claires"-Austern (19,50€), weder geschmacklich noch von der Substanz befriedigend, da winzig; dem "Loup de mer" (26,90€) fehlte der Saft, er wirkte trocken und war im Übrigen ein Grätenmonster, der Spinat wirkte geschmacksneutral, die Bratkartoffeln waren deutlich zu kurz gebraten, kaum Bräunung.	('PRICE', 'NEGATIVE', 'fine de claires-Austern')	('FOOD', 'NEGATIVE', 'fine de claires-Austern')	('FOOD', 'NEGATIVE', 'Loup de mer')	('FOOD', 'NEGATIVE', 'Spinat')	('FOOD', 'NEGATIVE', 'Bratkartoffeln')	('FOOD', 'NEGATIVE', 'fine de claires-Austern')										
1241	Problematisches P/L-Verhältnis bei den 6 "fine de claires"-Austern (19,50€), weder geschmacklich noch von der Substanz befriedigend, da winzig; dem "Loup de mer" (26,90€) fehlte der Saft, er wirkte trocken und war im Übrigen ein Grätenmonster, der Spinat wirkte geschmacksneutral, die Bratkartoffeln waren deutlich zu kurz gebraten, kaum Bräunung.	fp	fq	fq	fq	fq	fs										
